UWI,Operator - On Record,End Completion Date,Field,Completed Zone,Dir,Open or Cased,Technology,Status,AFE Drilling Cost (K$),Total End Completion Costs (K$),# Days,Est Problem Time (%),Base Fluid,Load Fluid (m3),Load Fluid Rec (m3),Stimulation Fluid,Stim Company - On Record,Frac Report,Stages Attempted (#),Stages Actual (#),Completed Length (m),Avg Frac Spacing (m),Total Proppant Design (t),Total Proppant Placed (t),Avg Fluid Pumped per Stage (m3),Total Fluid Pumped (m3),6 mo Cal Gas Rate (mcf/d),12 mo Cal Gas Rate (mcf/d),12 Mo Cum Prod Gas (mmcf),6 mo Cal Oil Rate (bopd),12 mo Cal Oil Rate (bopd),6 Mo Cum Prod  Oil (mbo),12 Mo Cum Prod Oil (mbo),Job Objective,AFE Completion Cost (K$)
00/15-23-060-20W5/0,Trilogy Energy,5/2/2014,Kaybob South,Montney,H,Open,PP (StackFRAC),GSUP,"2,818",906,8,10-30%,Oil,621,234,CWS-Dynagel-H2,Calfrac,1 - Report w Charts,16,16,"1,435",93,160,156,32,513,,,,,,,,16 x 10t/stage N2 CWS-Dynagel-H2 Frac,"1,327"
00/10-33-060-20W5/0,Celtic Exploration Ltd.,,Kaybob South,Montney,H,Open,None,DRABN,,,1,,,,,,None,3 - No Report,,,,,,,,,,,,,,,,Abandon while drilling,
00/12-33-060-20W5/2,Celtic Exploration Ltd.,2/1/2009,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,"2,422",787,22,,Oil,,,TWS-Gelled HC,Trican,3 - No Report,,7,,,56,56,42,295,"1,100",744,489,0,0,,,7 x 8t/stage TWS-Gelled HC Frac,"1,000"
00/08-02-060-22W5/0,Celtic Exploration Ltd.,6/14/2011,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,"3,409","3,033",13,<10%,Oil,"1,759",902,CSG-Optimum HC,Canyon,3 - No Report,21,17,"2,757",170,638,538,103,"1,759","1,154",632,283,0,0,,,21 x 30t/stage N2 CSG-Optimum HC Frac,"3,500"
02/05-03-060-22W5/0,Celtic Exploration Ltd.,1/25/2011,Kaybob South,Montney,D,,,DRABN,"1,216",,21,,,,,,,3 - No Report,,,,,,,,,,,,,,,,Abandon while drilling ,
00/02-05-060-22W5/2,Celtic Exploration Ltd.,3/19/2011,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,"2,225","2,398",15,<10%,Oil,"1,328",925,Unknown,Canyon,3 - No Report,20,20,"2,145",106,520,520,64,"1,287","2,763",789,687,0,0,,,20 x 26t/stage N2 Oil Frac,"2,580"
00/02-07-060-22W5/0,Delphi Energy,6/20/2014,Bigstone,Montney,H,Open,HA (RapidStage),GAS,,"4,520",34,<10%,Slickwater,"10,277","3,103",Hybrid-Slickwater,Trican,2 - Report w/o Charts,30,29,"2,702",97,"1,980","1,934",353,"10,234","2,752","1,670",825,0,0,,,30 x 70t/stage TWS-N2 HYBRID Slickwater/Quantum Frac,"4,588"
00/04-08-060-22W5/0,NAL Resources,10/28/2011,Kaybob South,Montney,H,Open,W (ZoneSelect),GAS,"2,874","2,113",25,10-30%,Water,612,381,TWS-Quantum,Trican,3 - No Report,12,12,912,79,492,492,51,612,567,212,212,0,0,,,12 x 41t/stage N2 TWS-Quantum Frac,"2,112"
00/01-11-060-22W5/0,Celtic Exploration Ltd.,3/30/2012,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,"4,198","3,312",16,<10%,Oil,"1,997","1,268",Unknown,Canyon,3 - No Report,22,22,"2,770",130,775,775,88,"1,925",796,391,284,0,0,,,25 x 31t/stage N2 Oil Frac,"3,750"
02/13-15-060-22W5/0,Celtic Exploration Ltd.,10/27/2012,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,"4,276","3,343",98,10-30%,Oil,"2,075","1,092",Unknown,Canyon,3 - No Report,22,22,"2,749",131,775,775,91,"2,004",278,237,170,0,0,,,25 x 31t/stage N2 Gelled Hydrocarbon Frac,"4,100"
00/07-17-060-22W5/0,NAL Resources,4/6/2012,Kaybob South,Montney,H,Open,W (ZoneSelect),GAS,"3,997","3,939",32,10-30%,Oil,"1,646",999,TWS-Gelled HC,Trican,3 - No Report,16,17,"1,941",113,336,356,97,"1,647","1,251",649,449,0,0,,,16 x 21t/stage N2 TWS-Gelled HC Frac,"3,439"
00/08-21-060-22W5/0,Delphi Energy,5/31/2014,Bigstone,Montney,H,Open,HA (RapidStage),GAS,,"3,623",14,<10%,Slickwater,"11,064","2,721",Hybrid-Slickwater,Trican,3 - No Report,30,29,"2,692",96,"1,950","1,939",382,"11,064","2,685","1,421",809,0,0,,,2 x 30t/stage + 27 x 70t/stage TWS-N2 HYBRID Slickwater/Quantum,"4,588"
00/14-29-060-22W5/0,Donnybrook Energy,11/24/2011,Bigstone,Montney,H,Open,PP (StackFRAC),GAS,"2,859","2,319",54,<10%,Oil,643,643,TWS-Gelled HC,Trican,1 - Report w Charts,12,12,"1,123",102,252,241,54,643,348,175,174,0,0,,,12 x 21t/stage N2 TWS-Gelled HC Frac,"2,529"
00/13-30-060-22W5/0,Delphi Energy,2/6/2014,Bigstone,Montney,H,Open,HA (RapidStage),GAS,,"4,083",25,10-30%,Slickwater,"11,339","2,728",Hybrid-Slickwater,Trican,3 - No Report,30,30,"2,593",89,"1,989","1,989",376,"11,274","4,164","3,361","1,668",0,0,,,1 x 30T + 2 x 30t/stage + 27x 70t/stage TWS N2 HYBRID Slickwater/Quantum (Xlinked) Fracs ,"4,588"
00/14-30-060-22W5/0,Delphi Energy,10/9/2015,Bigstone,Montney,H,Open,HA (RapidStage),GAS,,"2,844",19,<10%,Slickwater,"10,970","1,749",Unknown,Trican,1 - Report w Charts,37,37,"2,931",81,"2,590","2,440",294,"10,860","3,682","1,751","1,236",0,0,,,37 x 70t/stage TWS-N2 Slickwater Frac,"3,253"
02/15-30-060-22W5/0,Delphi Energy,12/10/2013,Bigstone,Montney,H,Open,HA (RapidStage),GAS,,"4,970",47,<10%,Slickwater,"11,003","3,630",Hybrid-Slickwater,Trican,3 - No Report,30,30,"3,017",104,"1,980","1,980",367,"10,997","5,578","3,635","1,766",0,0,,,30 x 70t/stage N2 Hybrid-Slickwater/Crosslinked Fracs,"4,588"
00/16-30-060-22W5/0,Delphi Energy,3/2/2012,Bigstone,Montney,H,Open,PP (StackFRAC),GAS,,"5,501",75,10-30%,Oil,"2,209","1,842",Unknown,Halliburton,3 - No Report,20,18,"2,760",162,620,640,117,"2,102","1,406",563,609,0,0,,,20 x 31t/stage N2 Oil Frac,"3,162"
00/15-32-060-22W5/0,Donnybrook Energy,2/4/2012,Bigstone,Montney,H,Open,PP (Multi-Port to OH combination),GAS,,"4,569",28,10-30%,Oil,"1,810",993,TWS-Gelled HC,Trican,3 - No Report,20,20,"2,744",144,480,456,89,"1,773",306,193,116,0,0,,,23 x 21t/stage N2 TWS-Gelled HC Frac,"3,760"
00/13-33-060-22W5/0,Trilogy Energy,9/1/2012,Bigstone,Montney,H,Open,Ball & Seat,GAS,,"2,754",92,10-30%,Oil,"1,349","1,002",CWS-Dynagel-H2,Calfrac,1 - Report w Charts,23,21,"2,845",142,380,282,56,"1,166",143,71,64,0,0,,,23 x 15t/stage N2 CWS-Dynagel-H2 Frac,"2,600"
00/02-01-060-23W5/0,Delphi Energy,3/30/2014,Bigstone,Montney,H,Open,HA (RapidStage),GAS,,"6,175",33,<10%,Slickwater,"10,923","3,206",Hybrid-Slickwater,Trican,3 - No Report,30,30,"2,807",97,"1,980","1,980",358,"10,740","1,086",953,443,0,0,,,3 x 30t/stage + 27 x 70t/stage N2 Hybrid-Slickwater Frac,"4,588"
00/05-02-060-23W5/0,Delphi Energy,3/23/2012,Bigstone,Montney,H,Open,PP (StackFRAC),GAS,,"3,946",28,<10%,Oil,"1,546",996,Unknown,Halliburton,3 - No Report,20,19,"3,005",167,620,586,81,"1,546","1,374",654,560,0,0,,,20 x 31t/stage HAL-N2 Foamed Oil Frac,"4,393"
00/15-10-060-23W5/0,Delphi Energy,1/27/2013,Bigstone,Montney,H,Open,HA (Delta Stim),GAS,,"3,300",22,<10%,Slickwater,"6,707","1,900",Hybrid-Slickwater,Trican,1 - Report w Charts,20,20,"1,424",75,"1,280","1,332",335,"6,707","2,045","1,324",712,0,0,,,3 x 30t/stage + 17 + 70t/stage N2 TWS-HYBRID Slickwater/Quantum Frac,"3,478"
00/14-11-060-23W5/0,Delphi Energy,9/20/2016,Bigstone,Montney,H,Open,BH (FracPoint),GAS,,"3,288",30,<10%,Slickwater,"16,057","2,557",Unknown,Trican,1 - Report w Charts,42,42,"2,846",69,"4,200","4,206",382,"16,057",,,,,,,,42 x 100t/stage N2 TWS-Slickwater Frac,"2,865"
00/16-15-060-23W5/0,Delphi Energy,8/28/2014,Bigstone,Montney,H,Open,HA (RapidStage),GAS,,"4,492",24,<10%,Slickwater,"10,595","2,381",Hybrid-Slickwater,Trican,1 - Report w Charts,30,30,"2,949",102,"1,980","1,982",368,"11,042","3,504","2,070","1,209",0,0,,,3 x 30t/stage N2 TWS-Quantum + 27 x 70t/stage TWS-N2 HYBRID MVP Slickwater/Quantum Fracs,"5,114"
00/03-17-060-23W5/0,Athabasca Oil Sands,3/17/2016,Placid,Montney,H,Open,HA (RapidStage),GAS,,,34,<10%,Slickwater,"22,691","2,836",Hybrid-Slickwater,Calfrac,1 - Report w Charts,30,30,"2,878",99,"3,000","3,005",754,"22,617","1,827",,,0,,,,7 x 100t/stage N2 HYBRID CWS-600/DynAqua + 23 x 100t/stage HYBRID CWS-600/DynAqua Fracs,
00/06-17-060-23W5/0,Athabasca Oil Sands,3/17/2016,Placid,Montney,H,Open,HA (RapidStage),GAS,,,34,<10%,Slickwater,"15,534","2,552",Hybrid-Slickwater,Calfrac,1 - Report w Charts,25,24,"2,589",113,"2,500","2,501",644,"15,466","1,892",,,0,,,,25 x 100t/stage N2 HYBRID CWS-600/DynAqua Frac,
00/11-17-060-23W5/0,Athabasca Oil Sands,3/17/2016,Placid,Montney,H,Open,HA (RapidStage),GAS,,,34,<10%,Slickwater,"15,685","2,092",Hybrid-Slickwater,Calfrac,1 - Report w Charts,31,31,"2,156",72,"3,100","3,087",506,"15,676","1,860",,,0,,,,6 x 100t/stage N2 HYBRID CWS-600/DynAqua + 25 x 100t/stage HYBRID CWS-600/DynAqua Fracs,
00/12-19-060-23W5/0,Athabasca Oil Sands,,Placid,Montney,V,Open,None,DRABN,,,1,,,,,,None,3 - No Report,,,,,,,,,,,,,,,,Vertical Strat Test prior to Hz well,
00/08-20-060-23W5/0,Athabasca Oil Sands,1/18/2015,Placid,Montney,H,Open,HA (RapidStage),GAS,"5,941","5,058",32,<10%,Water,"9,396","2,155",CWS-DynAqua,Calfrac,1 - Report w Charts,23,23,"2,279",104,"2,000","2,017",408,"9,393","1,810","1,193",585,0,0,,,23 x Stage 2000T N2 CWS-DynAqua Frac,"4,500"
03/13-21-060-23W5/0,Delphi Energy,3/5/2016,Placid,Montney,H,Open,HA (RapidStage),GAS,,"3,495",34,<10%,Slickwater,"15,070","2,590",Unknown,Baker Hughes,1 - Report w Charts,37,37,"2,981",83,"3,610","3,610",407,"15,046","2,222",,,0,,,,3 x 70t/stage + 34 x 100t/stage N2 BHI-Slickwater Frac,"2,900"
02/15-21-060-23W5/0,Delphi Energy,1/24/2014,Placid,Montney,H,Open,HA (RapidStage),GAS,,"4,195",22,<10%,Slickwater,"10,866","2,692",Hybrid-Slickwater,Trican,3 - No Report,30,29,"2,845",100,"1,980","1,910",370,"10,717","2,684","1,977",876,0,0,,,"3 x 30t/stage, 27 x 70t/stage TWS-N2 HYBRID Slickwater / Quantum Frac","4,588"
00/13-23-060-23W5/0,Delphi Energy,10/28/2014,Bigstone,Montney,H,Open,HA (RapidStage),GAS,,,13,<10%,Slickwater,"10,963",0,Hybrid-Slickwater,Trican,1 - Report w Charts,30,30,"2,108",74,"2,520","2,598",365,"10,963","2,915","2,005","1,084",0,0,,,3 x 30t/stage TWS-N2 Quantum Frac + 27 x 90t/stage TWS-N2 HYBRID Slickwater/Quantum Frac,"5,252"
00/14-23-060-23W5/0,Delphi Energy,7/24/2012,Bigstone,Montney,H,Open,PP (StackFRAC),GAS,,"2,123",79,10-30%,Oil,"1,508",817,Unknown,Halliburton,3 - No Report,20,20,"2,241",118,620,626,75,"1,490","1,750",884,729,0,0,,,20 x 31t/stage HAL-PE Gelled Oil Fracs,"4,234"
00/15-23-060-23W5/0,Delphi Energy,7/21/2016,Bigstone,Montney,H,Open,BH (FracPoint),GAS,,"2,816",32,<10%,Slickwater,"15,791","1,560",Unknown,Trican,1 - Report w Charts,37,37,"2,867",80,"3,700","3,753",252,"16,141","3,028",,,0,,,,37 x 100t/stage N2 TWS-Slickwater Frac,"2,765"
00/16-23-060-23W5/0,Delphi Energy,6/13/2013,Bigstone,Montney,H,Open,HA (RapidStage),GAS,,"4,118",25,<10%,Slickwater,"11,129","2,044",Hybrid-Slickwater,Trican,1 - Report w Charts,30,29,"2,809",100,"2,070","2,050",382,"11,087","4,290","3,086","1,506",0,0,,,3 x 30t/stage N2 TWS-Quantum + 24 x 70t/stage + 3 x 100t/stage N2 TWS-HYBIRD Slickwater/Quantum Frac,"4,588"
00/13-24-060-23W5/0,Delphi Energy,9/8/2015,Bigstone,Montney,H,Open,HA (RapidStage),GAS,,"3,576",32,<10%,Slickwater,"14,858","1,936",Hybrid-Slickwater,Trican,1 - Report w Charts,40,40,"2,716",70,"3,420","3,449",371,"14,858","3,240","1,833",995,0,0,,,3 x 30t/stage + 37 x 90t/stage N2 TWS-HHYBRID Slickwater/Quantum Frac,"4,004"
00/14-24-060-23W5/0,Delphi Energy,11/24/2015,Bigstone,Montney,H,Open,HA (RapidStage),GAS,,,7,<10%,Slickwater,"11,330",0,Unknown,Baker Hughes,1 - Report w Charts,37,37,"2,602",72,"2,590","2,565",306,"11,330","2,544","1,670",821,0,0,,,37 x 70t/stage N2 BHI-Slickwater Frac,"2,652"
00/15-24-060-23W5/0,Delphi Energy,10/15/2013,Bigstone,Montney,H,Open,HA (RapidStage),GAS,,"4,266",22,<10%,Slickwater,"10,584","2,562",Hybrid-Slickwater,Trican,1 - Report w Charts,30,30,"2,328",80,"1,980","1,935",352,"10,546","3,590","2,008","1,192",0,0,,,3 x 30t/stage TWS-N2 Quantum + 27 x 70t/stage TWS-N2 HYBRID Slickwater/Quantum Frac,"4,588"
02/16-24-060-23W5/0,Delphi Energy,8/4/2015,Bigstone,Montney,H,Open,HA (RapidStage),GAS,,"3,814",57,<10%,Slickwater,"14,032","2,593",Hybrid-Slickwater,Trican,1 - Report w Charts,40,40,"2,802",72,"3,420","3,341",345,"13,806","2,545","1,261",794,0,0,,,3 x 30t/stage TWS-N2 Novum + 37 x 90t/stage TWS-N2 HYBRID Slickwater/TWS-Novum Fracs,"4,728"
00/10-27-060-23W5/0,Delphi Energy,3/4/2013,Bigstone,Montney,H,Open,HA (RapidStage),GAS,,"4,377",24,<10%,Slickwater,"10,403","2,234",Hybrid-Slickwater,Trican,1 - Report w Charts,30,30,"2,407",83,"1,980","2,011",345,"10,360","5,225","2,611","1,409",0,0,,,3 x 30t/stage TWS-Quantum Fracs + 27 x 70t/stage TWS-N2 HYBRID Slickwater/Quantum Fracs,"4,688"
00/12-27-060-23W5/0,Delphi Energy,2/5/2015,Bigstone,Montney,H,Open,HA (RapidStage),GAS,,"3,524",17,<10%,Slickwater,"10,927","1,712",Hybrid-Slickwater,Trican,1 - Report w Charts,30,29,"2,663",95,"2,640","2,460",364,"10,563","3,518","1,918","1,160",0,0,,,3 x 70t/stage + 27 x 90t/stage TWS-N2 HYBRID Slickwater/Novum Fracs,"5,012"
02/14-27-060-23W5/0,Delphi Energy,2/2/2016,Bigstone,Montney,H,Open,HA (RapidStage),GAS,,"2,919",19,<10%,Slickwater,"13,531","1,876",Unknown,Baker Hughes,1 - Report w Charts,37,37,"2,888",80,"3,270","3,273",366,"13,535","2,694","2,681","1,140",0,0,,,3 x 70t/stage + 34 x 90t/stage N2 BHI-Slickwater Frac,"2,930"
00/16-27-060-23W5/0,Delphi Energy,1/15/2015,Bigstone,Montney,H,Open,HA (RapidStage),GAS,,"5,182",19,<10%,Slickwater,"15,305","2,399",Hybrid-Slickwater,Trican,1 - Report w Charts,40,37,"2,883",80,"3,420","3,412",414,"15,305","3,443","1,994","1,212",0,0,,,3 x 30t/stage N2 TWS-Quantum + 37 x 90t/stage N2 TWS-HYBRID Slickwater/Crosslinked Fracs,"5,669"
00/04-28-060-23W5/0,Athabasca Oil Sands,4/2/2012,Placid,Montney,H,Open,NCS (Multistage Unlimited),GAS,"3,495","4,943",28,<10%,Oil,"1,798","1,056",Unknown,Unknown,3 - No Report,15,14,"1,154",89,480,443,127,"1,784",858,487,241,0,0,,,15 x 32t/stage N2 Oil Frac,"3,539"
00/04-33-060-23W5/0,Athabasca Oil Sands,,Placid,Montney,V,Cased,None,DRABN,,,1,,,,,,None,3 - No Report,,,,,,,,,,,,,,,,Abandon while drilling,
02/13-33-060-23W5/2,Athabasca Oil Sands,11/5/2011,Placid,Montney,H,Open,PP (StackFRAC),GAS,,"4,091",34,,Oil,"2,054","1,099",CSG-Optimum HC,Canyon,1 - Report w Charts,15,15,"1,195",81,480,486,123,"1,839",634,435,205,0,0,,,15 x 32t/stage N2 CSG-Optimum HC Frac,"3,800"
00/09-04-060-24W5/0,Delphi Energy,3/20/2012,Placid,Montney,H,Open,PP (StackFRAC),GAS,,"4,488",74,,Oil,,,Unknown,Halliburton,3 - No Report,,18,,,768,768,108,"1,938",183,122,71,0,0,,,4 x 31t/stage + 14 x 46t/stage N2 Oil Frac,"3,268"
02/09-26-060-24W5/2,Athabasca Oil Sands,3/8/2015,Placid,Montney,H,Open,HA (RapidStage),GAS,,,29,<10%,Water,"10,564","3,961",Hybrid-Water,Calfrac,1 - Report w Charts,23,22,"2,188",104,"2,220","1,988",497,"10,929","2,278","1,281",538,0,0,,,1 x 50T + 1 x 70T + 21 x 100t/stage N2 CWS HYBRID DynAqua/CWS-600 Fracs,
00/05-14-060-26W5/0,ConocoPhillips Canada Resource Corp.,12/21/2013,Leland,Montney,H,Open,W (ZoneSelect),SERV,,"3,078",30,10-30%,Slickwater,"9,077","1,300",Hybrid-Slickwater,Halliburton,2 - Report w/o Charts,20,19,"1,987",110,"1,600","1,490",478,"9,073",641,,,0,,,,20 x 80t/stage N2 Hybrid-Slickwater Frac,"2,711"
00/06-23-060-26W5/2,ConocoPhillips Canada Resource Corp.,3/16/2012,Leland,Montney,H,Open,W (ZoneSelect),GAS,,"2,555",22,<10%,Slickwater,"4,492","1,797",Unknown,Baker Hughes,3 - No Report,16,15,"1,379",92,800,780,299,"4,492",535,276,199,0,0,,,16 x 50t/stage N2 Slickwater Fracs,"2,609"
00/01-27-060-26W5/0,ConocoPhillips Canada Resource Corp.,,Leland,Montney,V,Open,None,DRABN,,,1,,,,,,None,3 - No Report,,,,,,,,,,,,,,,,Abandon while drilling at 2837mKB,
00/16-13-060-27W5/0,XTO Energy,2/11/2015,Smoky,Montney,H,Cased,Flow-Through BP,GAS,,"4,791",27,<10%,Slickwater,"16,151","1,375",CSG-Optimum SW,Canyon,1 - Report w Charts,16,16,"1,548",98,"2,400","2,378","1,006","16,091",,,,,,,,16 x 150t/stage CSG-Optimum SW Frac,"5,830"
00/12-22-061-17W5/0,Peloton Exploration ,4/15/2009,Fox Creek,Montney,H,Open,PP (StackFRAC),DRABN,,"1,796",19,<10%,Oil,428,251,TWS-Gelled HC,Trican,2 - Report w/o Charts,10,7,524,150,80,56,61,426,,,,,,,,10 x 8t/stage TWS-Gelled HC Frac,
00/02-03-061-18W5/0,TAQA North Ltd.,12/3/2010,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,"3,292","2,716",38,,Oil,,,TWS-Hydrocarbon HP,Trican,3 - No Report,,12,,,252,252,57,688,884,568,340,0,0,,,12 x 21t/stage N2 TWS-Hydrocarbon HP Frac,"1,998"
00/13-08-061-18W5/0,TAQA North Ltd.,2/28/2011,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,"3,387","1,833",41,<10%,Oil,843,575,TWS-Gelled HC,Trican,3 - No Report,10,10,955,97,210,210,51,510,338,342,187,0,0,,,10 x 21t/stage N2 TWS-Gelled HC Frac,"2,127"
00/01-19-061-18W5/0,TAQA North Ltd.,3/10/2011,Fox Creek,Montney,H,Open,PP (StackFRAC),GSUP,"3,127","2,196",24,<10%,Oil,"1,140",831,TWS-Gelled HC,Trican,3 - No Report,17,16,"1,671",108,357,313,65,"1,041",32,140,84,0,0,,,17 x 21t/stage N2 TWS-Gelled HC Frac,"3,188"
00/16-30-061-18W5/0,TAQA North Ltd.,7/27/2011,Fox Creek,Montney,H,Open,PP (StackFRAC),GSUP,"2,990","2,127",36,10-30%,Water,982,907,TWS-ECO2,Trican,3 - No Report,13,12,"1,294",109,144,142,82,982,91,122,29,0,0,,,13 x 11t/stage CO2/N2 TWS-ECO2 Frac,"1,900"
00/05-33-061-18W5/0,Daylight Energy Ltd.,9/29/2012,Fox Creek,Montney,H,Open,PP (StackFRAC),GABN,"2,247","1,822",18,<10%,Oil,948,457,,Calfrac,3 - No Report,18,18,"1,714",96,225,270,52,927,530,,,0,,,,18 x 13t/stage N2 Frac,"1,569"
02/13-33-061-18W5/0,Daylight Energy Ltd.,9/29/2012,Fox Creek,Montney,H,Open,PP (StackFRAC),GABN,"2,347","1,344",16,10-30%,Oil,554,293,CEN-RamFrac,Calfrac,3 - No Report,15,15,"1,329",90,165,160,37,554,973,,,0,,,,15 x 11t/stage N2 CEN-RamFrac Frac,"1,569"
00/02-36-061-18W5/0,Daylight Energy Ltd.,6/30/2010,Fox Creek,Montney,H,Open,BH (FracPoint),GAS,"2,030",668,15,10-30%,Oil,667,163,TWS-Hydrocarbon HP,Trican,3 - No Report,11,11,"1,115",100,121,125,58,639,"1,377",867,420,0,0,,,11 x 11t/stage N2 TWS-Hydrocarbon HP Frac,890
00/16-36-061-18W5/0,Daylight Energy Ltd.,3/25/2012,Fox Creek,Montney,H,Open,PP (StackFRAC),GAS,"2,306","1,820",13,10-30%,Oil,759,374,TWS-Gelled HC,Trican,1 - Report w Charts,10,10,939,96,210,200,74,744,"1,385",969,458,0,0,,,10 x 21t/stage N2 TWS-Gelled HC Frac,"1,819"
00/16-36-061-19W5/2,TAQA North Ltd.,7/11/2011,Fox Creek,Montney,H,Open,PP (StackFRAC),GSUP,"3,100","2,027",41,10-30%,Water,715,571,,Trican,3 - No Report,13,14,"1,630",96,130,147,18,257,526,210,206,0,0,,,13 x 10t/stage CO2/N2 Frac,"1,525"
00/01-16-061-23W5/2,Athabasca Oil Sands,1/30/2013,Placid,Montney,H,Open,NCS (Multistage Unlimited),STAN,"3,630","3,476",16,,Surfactant,,,TWS-FracClean,Trican,3 - No Report,,14,,,"1,134","1,134",126,"1,762",,,,,,,,14 x 81t/stage N2 TWS-FracClean Frac,"2,300"
00/16-16-061-23W5/0,Athabasca Oil Sands,,Placid,Montney,V,Open,None,DRABN,,,1,,,,,,None,3 - No Report,,,,,,,,,,,,,,,,Vertical Strat Test prior to Hz well,
02/09-34-061-23W5/0,Athabasca Oil Sands,4/1/2013,Grizzly,Montney,H,Cased,BJ (OptiPort Multistage Frac),GAS,"3,425","4,695",23,10-30%,Surfactant,"2,259",959,TWS-FracClean,Trican,3 - No Report,32,18,"1,858",109,"1,215",924,114,"2,055",155,259,59,0,0,,,15 x 81t/stage N2 Foamed TWS-FracClean Frac,"3,259"
00/14-10-061-24W5/2,EnCana Corporation,3/6/2013,Placid,Montney,H,Open,W (ZoneSelect),GAS,"5,100",,17,<10%,Slickwater,"6,186",0,Unknown,Sanjel,1 - Report w Charts,14,14,"1,352",97,700,700,442,"6,186",,,,,,,,14 x 50t/stage Sanjel-N2 Slickwater Frac,
02/05-11-061-24W5/0,EnCana Corporation,,Placid,Montney,H,Open,None,DRABN,,,1,,,,,,None,3 - No Report,,,,,,,,,,,,,,,,Abandon while drilling at 3235 mKB,
00/10-04-061-25W5/0,ConocoPhillips Canada Resource Corp.,4/2/2014,Simonette,Montney,H,Open,NINE (STIMPACT),OIL,,"6,623",50,<10%,Slickwater,"9,014","2,141",Hybrid-Slickwater,Trican,1 - Report w Charts,38,23,"2,098",95,"2,280","1,153",395,"9,091",655,369,159,110,48,17,28,38 x 60t/stage N2 TWS-HYBRID Slickwater/Quantum Frac,"4,469"
00/14-16-061-25W5/0,ConocoPhillips Canada Resource Corp.,3/21/2012,Simonette,Montney,H,Open,W (ZoneSelect),OIL,,"2,744",18,<10%,Slickwater,"4,234","1,500",Unknown,Baker Hughes,3 - No Report,14,14,"1,381",106,798,799,301,"4,219",423,343,119,37,19,6,11,14 x 57t/stage N2 Slickwater Frac,"2,824"
00/07-03-061-26W5/0,ConocoPhillips Canada Resource Corp.,,Leland,Montney,V,Open,None,DRABN,,,1,,,,,,None,3 - No Report,1,,,,,,,,,,,,,,,Abandon while drilling at 2844 mKB,
00/13-05-061-26W5/0,ConocoPhillips Canada Resource Corp.,2/14/2013,Leland,Montney,H,Open,W (ZoneSelect),GAS,,"3,391",26,<10%,Slickwater,"6,649","3,060",Unknown,Baker Hughes,2 - Report w/o Charts,18,18,"1,801",106,900,888,366,"6,591","1,363",989,503,0,0,,,18 x 50t/stage N2 Slickwater Frac,"3,203"
00/07-09-061-26W5/2,ConocoPhillips Canada Resource Corp.,11/27/2014,Leland,Montney,H,Cased,Flow-Through BP,GAS,,"8,368",74,<10%,Slickwater,"19,758","1,842",Hybrid-Slickwater,Schlumberger,1 - Report w Charts,25,25,"1,493",62,"2,500","2,548",757,"18,935","1,539","2,439",526,0,0,,,25 x 100t/stage SLB-HYBRID Slickwater /WideFrac (YF125) Fracs,"6,524"
00/03-18-061-26W5/0,Cequence Energy,1/26/2013,Smoky,Montney,H,Open,W (ZoneSelect),GAS,,"2,424",16,<10%,Slickwater,"6,208","1,735",CWS-600,Calfrac,1 - Report w Charts,21,21,"2,205",107,"1,050","1,051",296,"6,207","3,767","2,461","1,185",0,0,,,21 x 50t/stage N2 CWS-600 Frac,"2,868"
00/01-21-061-26W5/0,Cequence Energy,2/7/2014,Simonette,Montney,H,Open,W (ZoneSelect),GAS,"4,828","4,022",63,,Slickwater,,,CWS-600,Calfrac,1 - Report w Charts,,28,,,"1,400","1,400",63,"1,771",628,491,240,0,0,,,28 x 50t/stage CWS-600 Frac,"2,672"
00/02-21-061-26W5/0,Cequence Energy,2/7/2014,Simonette,Montney,H,Open,W (ZoneSelect),GAS,,"3,178",50,10-30%,Slickwater,"4,083",833,CWS-600,Calfrac,1 - Report w Charts,28,6,"2,511",502,"1,960",412,564,"3,384",739,200,230,0,0,,,28 x 70t/stage N2 CWS-600 Frac,"2,672"
00/03-21-061-26W5/0,Cequence Energy,3/29/2013,Simonette,Montney,H,Open,W (ZoneSelect),GAS,,"2,151",14,<10%,Slickwater,"7,486","1,012",CSG-Optimum SW,Canyon,2 - Report w/o Charts,22,22,"1,889",90,"1,100","1,093",285,"6,280","3,142","1,135",961,0,0,,,22 x 50t/stage N2 CSG-Optimum SW Frac,"2,537"
00/08-21-061-26W5/0,Cequence Energy,1/8/2013,Simonette,Montney,H,Open,W (ZoneSelect),GSUP,,"3,004",37,<10%,Slickwater,"5,674","1,727",CWS-600,Calfrac,3 - No Report,25,10,"2,518",280,"1,250",501,525,"5,248",,,,,,,,25 x 50t/stage N2 CWS-600 Frac,"3,187"
